,InChiKey,Molecule,database_identifier,AB003,AB006,AB008,AB009,AB010,AB012,AB014,AB017,AB022,AB023,AB024,AB026,AB028,AB029,AB031,AB032,AB034,AB036,AB037,AB038,AB041,AB042,AB043,AB045,AB047,AB049,AB050,AB051,AB055,AB058,AB059,AB060,AB063,AB064,AB065,CD001,CD004,CD008,CD009,CD010,CD011,CD012,CD014,CD015,CD016,CD017,CD020,CD024,CD025,CD026,CD027,CD029,CD030,CD033,CD034,CD035,CD036,CD037,CD039,CD040,CD041,CD042,CD043,CD045,CD046,CD047,CD048,CD049,CD050,CD052,CD053,CD055,CD056,CD062,CD063,CD067,CD068,CD070,CD071,CD072,CD073,CD074,CD075,CD076,CD077,CD078,CD080,CD081,CD083,CD085,CD086,CD088,EF001,EF002,EF003,EF004,EF005,EF006,EF008,EF009,EF010,EF012,EF013,EF019,EF020,EF027,EF028,EF029,EF031,EF032,EF033,EF034,EF035,EF036,EF040,EF041,EF045,EF048,EF051,EF052,EF053,EF056,EF057,EF059,EF060,EF061,GH006,GH007,GH008,GH009,GH011,GH013,GH015,GH016,GH019,GH021,GH024,GH026,GH027,GH030,GH038,GH039,GH040,GH041,GH042,GH046,GH050,GH053,GH054,GH057,GH058,GH060,GH061,GH062,GH063,IJ001,IJ006,IJ009,IJ010,IJ013,IJ014,IJ029,IJ038,IJ043,IJ044,IJ047,IJ049,IJ059,IJ061,IJ075
124,HXOGMKPCIDSSKJ-NKBLVAAJSA-N,AC(14:2),0.74_368.28,959.5610192,989.3634164,1977.72207,3139.799589,2578.902455,5292.200167,2428.923064,11143.84507,6543.886406,4521.177496,4731.035353,7683.816503,2303.987588,7982.974916,3738.891098,2893.557362,9830.108215,3043.611438,3235.868526,11598.51714,1573.114668,6002.537827,1661.604907,5123.638842,2459.764905,2360.867107,7683.81062,5992.96931,1764.281361,5860.603434,4045.049919,14046.61792,2503.046583,4319.917698,3340.238718,8791.856554,4049.902853,6056.981698,3225.096646,3355.330329,2985.26699,16448.9149,4877.981619,6347.243788,1624.355377,7770.975575,3658.767201,4064.648761,2869.288938,3216.56477,4400.791163,5056.968404,5143.248059,8597.502117,3495.552842,4090.687151,3311.942431,5462.690003,4049.11069,2662.938518,3604.094194,5635.080109,5228.970033,11968.79166,3904.956459,7753.010833,6096.50772,4498.169833,1506.292782,8082.479888,1230.496258,2918.082792,5205.785425,3771.961785,3764.258653,2061.068047,7146.88131,10518.90517,3134.930901,1725.224083,5927.475147,1865.630434,4385.388465,748.801546,3089.654875,5651.722664,3140.781426,6309.606105,10642.29918,2876.804848,6067.659761,6237.767971,2440.37562,5725.656292,3010.260311,3835.205249,6596.359476,4594.781022,1772.994181,4751.94705,3288.931134,7333.391719,8445.921434,3071.690533,9538.16113,2122.531696,4737.094479,3928.91441,1503.755961,2753.54677,2300.727851,4902.926275,4199.685816,10597.18889,4429.542715,2270.443371,8194.201591,5746.891614,8976.583149,6350.838286,10785.03897,3365.30012,7291.868834,2303.570173,1623.680113,3063.411731,2337.365773,1668.05517,2593.857863,3471.77912,5721.83587,2784.6944,2450.309897,4866.507244,1236.393998,9713.861114,9063.329891,5890.395706,5342.56758,4456.381912,2778.708786,3744.422484,2420.016656,2539.736069,515.3103638,3565.033769,3920.452724,6121.175105,2227.474085,5377.214339,1726.298279,934.7705066,6461.104244,6490.489973,2951.596837,4251.510258,1950.351598,7531.511442,2851.078252,3439.434688,6323.707821,9331.850887,2683.631553,3320.034504,3597.590827,5041.566031,4837.502485,2347.311051,2669.372058,2153.568214
125,XOMRRQXKHMYMOC-OAQYLSRUSA-N?,AC(16:0),1.65_400.34,7625.471618,7155.314107,14350.03222,8514.347245,9148.980931,11137.2633,10494.6895,10897.38238,13268.62417,9769.053783,18410.92277,15667.33537,7381.606307,12826.9901,9844.895844,9842.116519,9605.540044,9563.646008,12765.10328,18432.72395,12326.42995,10815.08209,7045.100575,12269.94442,11631.74265,8155.722733,9809.614163,13607.02398,9437.709469,13339.90302,10454.67822,13707.98948,7941.928855,12245.92299,8285.299909,12445.00587,9841.21928,13937.14011,7912.748864,8765.62556,7713.89856,10505.68255,14080.78669,9274.456218,8915.845816,9007.372585,8334.034003,7892.122736,8620.254462,12875.40484,9079.501593,9747.97199,8165.694021,9444.40356,10771.1412,8423.137176,9269.983328,8966.788415,8370.622489,5166.475787,6518.452614,10354.94252,7555.18688,11716.44373,11245.25079,10480.42391,21485.521,8476.485138,8040.999986,9066.65434,6206.178982,8126.064238,14162.08043,6992.039314,9587.861667,7450.497922,10037.37009,16753.82579,10931.36775,6757.012365,13298.41018,8205.774237,9841.849087,5894.958705,8407.544294,7850.033058,11339.16344,11607.86386,16961.05755,10228.16415,8871.647837,11398.71597,9335.979267,18432.13939,9368.656138,8338.097209,10475.93392,10040.10501,7526.059667,9608.793594,10202.56374,14096.22207,16989.91839,10082.95899,15537.99022,9997.295461,12068.53665,12571.33733,12812.23988,9260.679395,7781.29997,12524.97201,14458.49281,10768.87081,6043.101505,7828.912246,11161.10623,13092.20097,18464.49634,14979.88472,17105.89523,7816.524915,9451.939826,6875.025371,10246.62786,11184.74046,9040.042439,5924.968341,9928.509529,9329.826067,10705.03663,13257.5919,12638.70602,11897.49312,8945.890997,25953.66583,10398.79451,8543.480697,17336.87711,9894.587349,6013.978888,9294.077615,6761.718628,9327.921676,7002.397466,9866.83594,11657.86584,11026.11019,6877.842592,7926.532798,7190.491711,6980.516445,12244.41419,15536.20376,8035.586147,6017.185585,7681.840405,15532.96195,9777.48886,10128.82335,11681.41628,11474.98133,7415.978814,12533.87082,9185.41167,11307.34245,12296.82608,10035.91762,12761.21482,9659.817532
126,FNPHNLNTJNMAEE-UHFFFAOYSA-N,AC(18:0),2.43_428.37,4219.367609,3427.630634,5512.217934,3965.069317,3397.962462,5577.587315,3093.731887,3558.489255,3927.895963,3385.214645,7620.596381,5619.419305,2825.903101,7608.809969,3233.779246,4361.400987,6160.276543,3569.950258,3694.392406,7010.443715,4534.624478,3509.764156,2782.949358,6900.929205,5229.985575,3793.382955,3229.555345,5077.512039,3134.8649,6473.385554,5891.184958,4182.448987,2637.360444,3785.618869,4063.216627,4622.671328,4244.58396,3980.13272,3498.820789,3116.355888,4044.018176,4540.827211,4302.988262,3763.244541,5777.598472,4337.828157,3441.998134,4115.246048,3764.296497,3933.592572,3728.951546,5073.603169,2840.662924,3901.556516,3608.673904,3739.166899,3241.503848,3910.061032,3055.285996,3025.498223,3986.852594,3438.772229,2321.372004,5546.587365,4874.240323,5029.106439,7505.394344,4751.813141,3570.471779,5318.977162,2335.394525,2904.411755,5775.820261,2243.666924,1847.070526,2779.353692,4154.753523,7059.706609,4343.46948,3047.158013,5666.651949,3197.985532,4945.100591,2603.197454,3217.537941,3329.730422,4992.645252,6217.528121,8609.500458,5532.23475,3417.718955,6514.835696,4595.650687,9236.970372,4554.207845,3854.373289,4869.096046,4241.415346,2822.272375,4746.702076,5958.103043,4543.514435,7429.935169,3343.350478,5985.277264,4364.02787,4020.400689,5747.746194,4380.617875,4988.554756,3222.463718,5312.810015,4272.02083,4698.19826,3675.797684,1991.78468,4272.61098,5504.199915,8067.152561,4240.831178,4732.986394,3222.228211,5319.011894,3591.052728,2939.252253,4986.263178,4693.059599,1727.168438,3066.440376,4654.361796,5794.251077,5283.187303,5092.306415,6162.50667,3110.332441,8840.207569,5123.359674,4918.874275,6578.149304,4470.361875,3541.714887,4555.607707,2119.285894,4397.460486,3440.5939,3317.219432,4798.775755,3066.084118,2954.342412,3353.459467,2270.299838,3968.571548,5922.67889,5911.896497,3791.896591,3178.405856,4124.47807,5046.736981,4150.961953,4314.084049,5133.596607,5711.369746,3460.897955,4831.937657,3848.525374,4452.755527,4775.019448,4852.319655,5218.10115,4091.389114
127,HITOYGLMAFIRNI-YSESTWPTSA-N,AC(18:1),1.81_426.36,11522.98491,6972.399013,15086.95413,15338.69307,12915.77704,20637.43129,12299.44707,34873.98023,23725.74291,17692.45136,28186.27335,29169.71551,9802.200597,15943.45257,18151.06148,14381.61204,19836.31665,18591.99847,16390.96904,22085.20416,10288.51778,13521.95902,10706.19032,14707.95008,15416.11882,15171.50706,12747.61243,17018.29754,14190.59883,24214.68709,21095.28095,16734.96585,12390.03913,14343.60424,15638.94113,25879.98273,13419.60092,16018.43948,11902.45502,10100.43775,13048.79006,19479.22204,17872.83149,9912.480724,11849.46422,19776.55292,11145.7182,12154.94421,8491.732616,13480.85434,10790.5176,11837.29841,17687.4895,15808.45451,15067.50156,10581.20455,8822.100263,20430.60305,12070.88402,8368.044671,10764.75889,12908.53937,9831.571054,18786.23972,11366.55038,16847.50657,25610.53301,8170.285109,10920.62267,12453.18596,4111.058874,13145.38538,16711.2549,9528.358446,10682.84887,8657.553312,14362.21338,19724.20888,15474.74587,6707.898127,13727.16065,8712.385807,15550.32669,5033.09554,12865.03644,12837.10023,14244.32257,14398.88341,22449.61409,13326.34394,14020.75978,18563.53758,9331.724035,21403.42511,18087.8046,13000.72283,17803.26695,16646.19416,14576.24124,17848.6488,7751.035735,30557.19726,19568.44773,17019.95338,32477.43305,10223.24238,14015.34522,12417.78672,11528.7957,14185.73961,9218.8034,15453.51294,14490.40532,13162.60724,15325.52318,9150.886721,19154.08596,14322.39682,22951.43995,19800.26008,24405.55984,8953.102378,13100.24404,13663.65512,11139.97797,11468.8268,8820.105807,5569.53087,10967.76338,15338.96673,11431.2577,19400.53773,19517.98573,16970.62114,23605.72802,30286.29627,12487.64296,12164.80495,14469.34627,12857.26403,9582.611222,12179.47302,9750.919423,11762.04009,4512.520715,11752.886,12180.77444,10860.21386,8828.074004,12094.66369,7163.89608,5679.2352,16033.44475,15742.44881,10269.0607,13079.88689,12588.4336,16278.73483,9489.938829,9804.227704,27383.5979,13434.65787,10593.79327,12938.33625,11737.01072,18240.23919,14065.26045,10731.37517,9868.126193,9512.406472
128,MJLXQSQYKZWZCB-DQFWFXSYSA-N,AC(18:2),1.38_424.34,6052.211683,3518.637651,11312.06636,7021.655637,7422.868796,14635.94256,5349.436932,15022.44125,14913.88273,14060.0911,11788.74677,19467.83737,9640.559583,10561.87129,9153.690152,7025.158955,11344.73168,10334.7473,13081.53514,15414.22347,4695.954194,8312.750236,4521.858413,10012.03152,12389.57313,9372.60192,8719.479038,9454.70812,7815.085736,10285.78574,12838.32579,10211.8447,5326.124957,6827.342586,10505.39408,13789.82672,5066.173954,8476.510758,6093.644868,4225.111178,10441.57854,12820.88663,10453.23366,5963.329043,3996.602359,13139.9078,6107.415827,8021.778285,6396.671669,7994.311246,8545.413264,9904.338776,8971.598818,9096.928166,7123.266925,8354.909616,9624.834303,12614.75428,7803.852438,5956.189166,8243.434261,8697.25045,6101.733926,12399.50601,5465.158499,12209.03305,15741.23494,8309.674675,5070.255889,10248.29727,3392.966013,5610.593478,8214.006647,5046.444083,7144.311268,6967.828269,7663.373385,13683.94929,8596.071397,3908.386554,8714.353154,5521.899459,11479.95945,4139.723398,5756.784101,6580.949758,10210.72372,8604.008325,12309.53577,8178.039655,9717.269021,12002.27431,6057.32292,10966.64278,7372.021438,8373.238615,10259.34916,10420.17856,7289.953742,9900.414186,6387.727258,27736.55441,10669.28407,12444.46734,21066.56407,6265.747801,9183.948929,10308.69474,6387.333665,7282.824317,6874.011374,10247.09352,9604.600617,10684.50141,9206.390114,6151.813369,10119.22412,10551.70905,22769.91329,22894.49308,19294.88726,5468.723775,9780.156866,6209.215647,5013.68292,7123.233111,8806.090238,4292.532705,6369.172008,11239.17797,11111.59629,12687.49699,11396.52627,14303.86924,11605.70431,22125.35703,10171.55576,6104.830617,12766.38672,9479.489999,7016.136155,8689.143942,4977.015388,6752.979723,2789.176594,7065.203384,11016.48577,5852.343088,5102.377336,8288.396252,5112.808722,3449.067795,10829.66898,13558.18923,7040.586856,9026.254044,9124.310794,9895.963338,5497.326345,5420.587445,13520.67906,12771.30797,5025.136479,7250.754834,8020.42001,9887.853158,7176.505641,8590.545809,7741.061841,4887.994582
129,CXTATJFJDMJMIY-CYBMUJFWSA-N,AC(8:0),0.52_288.21,2916.195216,1415.564597,2924.593252,6071.137073,3573.213439,5417.579458,2961.157202,8814.72352,7572.295204,4709.370943,7046.249962,6707.812097,2927.230304,12181.67398,2656.356645,4892.812084,6105.346199,5271.347956,3452.533656,8798.834284,1932.957901,8736.177665,1187.356983,4918.783335,4747.585079,2385.164196,4201.946264,9096.139266,2587.551339,3454.244421,4413.323467,4808.00687,3633.10703,4720.212319,2987.500893,6322.34205,5930.629514,5997.643156,1640.324758,2593.195625,2712.988701,48684.1546,4308.81098,58449.64496,3770.242914,5255.267214,2208.729466,7661.272612,3211.497711,1985.5451,5951.097331,3698.462638,4357.94534,7727.137705,6435.580464,4683.970277,2616.85981,2253.448653,4055.261682,3052.586017,3809.602059,6596.434217,4069.668272,6811.367382,2967.944964,6002.180057,6888.41547,1510.434473,623.902751,4944.103846,1669.179096,2702.080412,4486.582595,7357.854574,3958.282702,1819.351964,5181.514878,7901.795796,1276.689251,2142.349232,3368.073079,1085.715255,2971.456,1554.133902,2270.180188,5913.067784,4911.132676,11524.84273,10199.86652,4547.276659,4377.236792,6529.81233,2601.010632,5557.321093,2409.957765,2140.431084,5485.008946,11119.71933,2321.463845,1758.115509,10288.32677,7453.657106,11219.64963,1187.367623,5022.618119,3010.058055,14735.18241,3853.625077,2539.562877,1626.518596,2610.621806,3623.999412,5787.864875,18961.53184,5497.739284,2007.224871,7854.360216,7212.606013,4746.652537,4741.270906,6990.029989,3488.82183,8610.661491,882.7378567,2768.896258,2808.829908,3237.596594,1361.878755,5409.038306,4178.289969,4929.406603,3871.798471,2346.900009,6180.984951,1549.638379,9523.795572,13947.21489,8633.193261,4068.252887,6058.700698,5405.230466,4041.041983,2521.572333,2551.19845,234.2935425,1683.141672,1992.227278,3898.563932,1309.951771,2761.84144,2295.283613,458.1384227,7596.1089,4545.696112,3354.167221,5945.835558,2131.345981,4934.360247,2714.787415,3504.993416,5121.452615,5628.75474,744.1051924,1850.286903,3902.85141,1899.260817,4266.111556,1639.373837,2829.838918,2108.661533
130,BZKPWHYZMXOIDC-UHFFFAOYSA-N,Acetazolamide,1.40_222.99,4.622814228,7.098858082,3.998376859,8.742661026,7.634655669,7.510445183,8.230779295,4.08544658,4.764300174,9.276697924,6.893148788,10.53577084,6.711217443,8.566534251,16.28186453,6.822468233,7.290034865,10.64393965,10.67285752,4.613575247,17.65324177,23.52974934,9.813978958,12.47320329,11.41643695,10.65066295,13.21137193,13.61609612,24.43176896,22.21780535,4.078663106,13.41920705,9.115523581,9.664605798,13.84805224,10.63405658,8.569814372,9.838275515,23.08756955,16.76693008,11.05438494,18.11950166,17.58353757,18.64283336,6.587992863,3.599325709,6.988314736,10.30743377,6.742137644,15.91607928,5.740260549,6.170419282,9.183482141,7.329379923,8.785551089,12.68803607,11.31427326,9.182611737,6.396574357,6.327171344,8.416243157,14.53813378,2.476658068,5.590438702,10.87498396,6.904899652,6.293648641,7.348116194,5.668439775,9.723128098,0.0,5.448278455,9.669830801,15.72399995,10.8867444,7.111987892,7.927875132,10.6625917,14.58452279,12.48959903,26.05631309,3.776557735,14.52912856,34.42333766,10.04821093,7.470540158,6.651080928,11.05957154,10.90777569,6.021135427,6.508824413,5.938048233,9.662832051,8.265606398,10.35710325,2.141057849,9.271386823,7.094828344,6.281374834,3.541293623,1.469794497,12.39281578,8.431558759,10489.47396,5.196605652,8.596256069,7.674470815,6.826362055,9.159114367,7.166308539,4.259863513,9.888640117,0.0,8.034954207,4.14928257,14.8173414,7.130940062,5.437323103,10.45959579,17.33562172,1.100348716,25.79132906,3.605503211,20.98751342,20.28750114,12.97618465,11.53536051,5.488296622,5.31664495,12.94454964,5.174870367,13.19549269,15.17246516,4.167282176,8.439923254,7.786948749,3.814556694,7.315817454,9.391119291,16.86951701,9.812877431,3.906802855,7.893037912,15.77662384,6.569521629,9.436271692,11.12427867,9.661362029,2.968258856,22.77394556,14.03580262,5.959460493,13.97792496,15.12421688,11.90396603,9.367405592,15.6711142,10.91638388,8.15776697,8.882743382,7.33066327,10.65226282,10.6882364,19.8967356,19.22413706,16.0379182,5.293425395,10.60461718,12.07784929,19.60546651
131,RZVAJINKPMORJF-UHFFFAOYSA-N,Acetominophen,1.30_152.07,1044.756016,1041.165852,1477.400249,7976.585354,3101.578865,242473.6498,1393.059396,663.4765246,696.949054,748.0391871,775.4792386,1002.215201,1310.178783,613.4956452,1044.365311,848.9099758,800.0813265,1145.110507,1236.8656,1321.327951,1505.340071,1510.609908,1671.647749,903.7402747,1977.119308,1194.205584,993.9016731,1270.010419,1826.95339,2090.695483,1277.641218,1041.106814,919.0105138,1090.489688,814.0676425,1109.929656,12811.87249,5295.178511,1910.940372,1775.198722,1427.858055,2788.389977,1391.611402,5103.749792,660.1168849,517.583037,37983.04355,1144.125148,1531.588935,1346.898209,1181.776141,1572.222833,1211.071707,1192.245801,1281.43538,29966.32164,1244.570059,993.762648,1218.547415,6505.38667,790.2852325,1089.148522,126461.8759,588.8595432,932.2827158,558.8653156,1331.106688,1145.08144,1022.208639,1047.180896,108544.9841,2591.045568,1331.213374,1600.989085,901.4224363,41173.9649,1086.118893,1181.41516,1276.145744,1358.868375,1166.521094,2471.757037,1029.146606,1502.578689,1112.839361,1400.31125,1138.665055,2140.641514,1082.051349,1476.181702,1394.190189,1204.434117,743.2947732,1099.325651,21710.37153,95976.48649,8683.91804,1049.021048,1088.24819,983.5943037,17949.8653,12666.41102,870.1368639,19956.42485,3268.664955,1139.003929,6682.758642,1322.363849,1288.382088,8426.555083,572.9516425,1238.90534,6169.881525,973.0329544,556.596619,1053.266018,787.6447432,1102.417259,3992.950691,1223.894893,1057.985291,16401.85243,1064.524823,1398.293082,943.9654942,5592.735583,895.1439755,711.4204496,4544.402271,604.5104684,697.7450211,1302.395129,1295.495102,1402.290452,1275.366181,1089.199456,486.7374342,890.4394958,4288.219846,1346.494176,2952.694819,696.1922687,640.1253747,1404.119522,670.0912061,4648.543342,1206.189645,59416.16881,642.6280423,1429.878439,996.5419862,1177.986691,878.6124258,24821.6757,1020.169888,1160.387368,1170.511684,1203.22809,1275.330903,11901.39568,1066.611506,994.2111967,1068.82364,38542.81924,3546.853287,970.8286486,1525.82987,1152.3684,1016.735313,1293.960789
132,RDHQFKQIGNGIED-UHFFFAOYSA-N,Acetyl-DL-carnitine,12.84_204.12,3716.74264,3487.905604,1862.244022,1464.395722,2527.071026,2034.257724,3603.023636,9984.014352,4899.742421,6866.443136,7561.78422,4157.020082,3176.642923,4370.90936,4170.483301,3126.639727,13221.38948,3630.470414,3855.273312,3219.352807,5058.456188,3960.056814,2579.986024,2202.087344,1549.521851,1364.616191,2614.835383,6862.512442,4559.239552,1606.347327,2580.77408,5282.694509,5458.541257,7190.466714,4160.350552,5586.867477,4481.400787,2688.035499,6070.254825,3389.015742,2322.342037,5372.432241,7804.578749,6051.244382,5756.588164,4161.540385,2993.328145,3127.733513,3850.884284,4173.991792,1470.941766,2542.212744,3886.908816,4318.226338,4988.93794,2805.465754,3819.195796,3272.070649,5688.686795,3759.394307,3597.102325,3748.415492,3123.065824,5485.462686,4209.607427,3365.707024,4666.740467,2144.425242,2867.285786,3008.335834,3282.326581,3578.74062,6199.435969,2553.005809,3249.693203,2924.805021,3958.652316,6022.23179,2649.52164,2803.914983,3119.74241,2191.819695,2652.776723,3910.491158,3376.198873,4342.043952,3404.023219,2826.334949,4820.146078,3328.684368,4466.355312,3674.662182,2058.183227,6692.18918,5409.232564,4285.684127,2193.947264,4112.973346,3771.965588,2685.185889,2558.91222,4816.038871,2159.322198,3572.584298,4039.247336,3552.402821,3224.98318,3124.523432,3369.536408,4300.808882,3008.173617,4400.444852,2548.04804,2912.6709,1937.122205,5305.843001,3105.848531,4511.618845,4047.863569,3779.165535,4352.429348,4992.055025,4031.853966,3988.93927,3448.875194,2911.383974,2748.876409,1960.693968,2869.659112,3441.95575,4222.694219,3137.888162,3578.367552,5864.407842,2591.994208,5055.676476,1932.454421,4643.453849,2132.957969,4649.852324,2648.495619,2627.7156,2275.56283,5199.712275,3847.549834,5333.852574,3238.754276,2333.21893,3388.267484,5238.007478,3176.769994,2566.540986,3861.900981,3937.022707,2858.142243,1899.241484,2456.748519,6747.538168,2901.445786,3014.210921,4505.914356,2982.63359,4671.94689,3216.165189,4891.169729,5296.789785,4926.855686,2526.25547,3400.463568,3605.623522
133,MKUXAQIIEYXACX-UHFFFAOYSA-N,Acyclovir,5.72_226.09,78.58784188,3791.973359,116.9525231,227.3091867,47.71659793,225.3133555,108495.0461,67.00132391,64.6583595,48.07016197,73.23970587,90.21253782,157.3407645,37.56095787,87.22427428,49.70655427,48.29648098,4028.731156,86.56873324,108.8803758,94.68556952,88.23656003,150.4810107,70.30350945,8633.939906,3164.57823,66.05685966,95.31267281,21327.57698,139.9721737,77.49459901,72.68737152,46.40630187,80.53838165,51.43562261,87.73096681,69.78277417,126.80444,103.0060795,104.793313,57.1143222,62.41161681,97.96542362,64.70159814,38.2103586,39.5925828,218094.4322,85.89528138,61.8029284,105.4440252,124.1331344,83.91770224,58.54469865,85.50943243,99.15121943,85.99668895,100.5713179,63.25799197,107.6756683,69.59888479,42.08121579,96.92089184,65.6314388,42.23887019,69.20444338,52.21830362,124.8240314,75.930534,62.35283752,70.97883512,75.57501382,46.69952962,151.4940159,75.76109065,72.94118748,71.11987892,85.88531393,87.43325191,98.44552884,84.92927343,62.13428507,30.21246188,67.80259995,106.7123467,74.10555563,60.59438128,118.3892405,302.2949555,65.44665415,132.4649794,173.1347294,98.96747056,46.82757071,123.984096,52.72707112,45.67590077,47.19978746,58.78572056,50.25099867,54.00472775,44.09383492,50.52455664,52.2756643,51.48579681,51.22368429,91.33522074,60.54304754,105.3210146,126.1922424,80.87691065,31.94897635,98.88640117,52.61743562,53.03069776,39.12180709,92.60838377,44.73044221,84.27850809,77.13951892,88.98952483,143.5955075,103.1653162,82.92657385,596.832413,76.37647488,74.31814844,70.3656991,45.27844713,98.35793158,41.42255886,51.74870367,89.72935031,87.53345284,72.92743807,86.27477104,68984.57897,195299.9624,119.1433128,78.65062407,918.6218806,54.95211362,51.56979768,5794.279131,76.25368191,65.69521629,80.20830938,84.22668137,132.8437279,74.2064714,198.4586684,71.34866333,103.2973152,62.9006623,75.62108441,72.61419275,71.42646764,212.1627769,97.03452336,111.4894819,33182.96836,63.532415,59.1792379,66.50458206,83.85052858,94.74753265,65.22086736,58.22767934,63.62770308,62.58521905,92.68038712
134,OIRDTQYFTABQOQ-KQYNXXCUSA-N,Adenosine,4.75_268.10,679.5536916,668.4758027,435.8230776,189.0600447,614.5897813,190.9798918,430.0582182,609.5486298,342.3489982,644.3088376,527.3258823,396.4083779,111.8536241,452.0494228,667.5564458,584.7829914,447.4258899,505.5871332,788.6055837,474.2755354,865.008847,714.1278925,513.5982321,637.2672953,153.6029698,724.2450809,743.9018657,613.9621521,503.5659047,1995.15892,532.2655353,445.0703672,609.911396,660.4147296,776.4800721,650.0067086,224.0394329,397.9035875,777.8734972,1450.339452,603.3851781,620.0896122,1125.346405,620.6966872,422.2903425,254.1123951,166.1665948,297.7703088,442.7337053,281.5156523,109.0649504,546.6991484,299.6111049,680.4107695,331.3407839,280.5465754,736.6849034,597.8900531,358.208164,320.5766814,371.9979475,611.8131297,461.8967297,237.9042248,290.6586622,169.6015977,264.3332429,547.4346564,307.9852278,246.9674537,521.6157816,263.8523423,318.0299908,537.4749073,374.5040073,250.6975732,322.4002554,398.7809295,375.5514619,460.8662043,310.6714253,191.1882353,437.0846176,588.6390739,478.5460457,153.5611032,575.9836084,190.4703988,415.5862539,396.3914156,6900.655642,242.4703029,366.4443232,92.69287175,450.0632142,216.2468427,272.2416313,376.0259022,216.7074318,342.620158,216.0597911,287.8946435,802.6843938,122.6573395,213.803204,266.4839381,315.5060224,346.1940756,246.2784085,404.3845533,163.294768,449.2267939,235.8040633,296.4898102,211.0206564,339.5640738,221.7074092,369.737971,359.5486052,416.0549213,100.6819076,498.6323618,119.8829818,314.8127014,631.2993002,401.0820709,448.7255238,255.89183,624.7057817,353.3862053,302.7299165,366.8346968,597.5617047,537.5794007,455.7558557,596.6749479,270.0706139,531.9644406,458.9909554,670.1799029,609.3796885,500.0707654,303.0926558,508.7961189,464.2461951,649.9232128,769.164411,419.061578,227.5665123,562.8417974,439.7884822,500.5946814,682.9214764,474.5223047,713.0475649,562.0443355,444.8185493,753.2304876,592.7977332,786.1227893,680.5299069,378.7471226,564.1013657,524.4211025,909.0270524,446.9233206,575.6600117,1032.182739,737.846793,556.0823227
135,WNLRTRBMVRJNCN-UHFFFAOYSA-N,adipic_acid_PM_a1,196,1548.0,3878.0,3038.0,3994.0,4513.0,3009.0,2182.0,1850.0,1320.0,2299.0,1572.0,2089.0,1793.0,1932.0,2182.0,1977.0,2036.0,722.0,2593.0,4721.0,2807.0,3591.0,3156.0,2329.0,3806.0,2891.0,1672.0,2684.0,3659.0,3803.0,2290.0,3259.0,2889.0,3306.0,2327.0,4265.0,1867.0,2110.0,1694.0,2722.0,1446.0,3985.0,2443.0,1739.0,1158.0,7459.0,3151.0,2183.0,715.0,1941.0,2447.0,1964.0,1624.0,2645.0,1390.0,1621.0,2532.0,2070.0,2778.0,1418.0,1585.0,1849.0,2128.0,3985.0,2296.0,1620.0,2169.0,4487.0,3188.0,1880.0,1665.0,2764.0,1632.0,3301.0,4523.0,1121.0,3510.0,3089.0,4112.0,2071.0,2945.0,2454.0,1969.0,5577.0,2458.0,4303.0,3272.0,4145.0,3221.0,4231.0,3042.0,2711.0,1968.0,3537.0,3542.0,3012.0,2714.0,3672.0,2149.0,2590.0,4856.0,1899.0,2868.0,2420.0,2254.0,3435.0,3131.0,2285.0,858.0,6439.0,1651.0,4873.0,1822.0,3525.0,1950.0,2659.0,2492.0,1729.0,3151.0,1807.0,3202.0,2653.0,1805.0,1687.0,1828.0,4429.0,1981.0,5438.0,6209.0,1611.0,2706.0,1995.0,3815.0,1685.0,2924.0,2968.0,2283.0,3522.0,6012.0,1653.0,4294.0,1886.0,2785.0,2935.0,3384.0,2725.0,2406.0,2392.0,5047.0,4562.0,2357.0,2088.0,9908.0,2074.0,2521.0,2570.0,2146.0,2806.0,1928.0,10011.0,1845.0,1790.0,2881.0,1579.0,5980.0,2842.0,4928.0,2175.0,7460.0,1596.0
