,CFS10,CFS11,CFS12,CFS13,CFS14,CFS15,CFS16,CFS17,CFS18,CFS19,CFS1,CFS20,CFS21,CFS22,CFS23,CFS24,CFS25,CFS26,CFS27,CFS28,CFS29,CFS2,CFS30,CFS31,CFS32,CFS33,CFS34,CFS35,CFS36,CFS37,CFS38,CFS39,CFS3,CFS40,CFS41,CFS42,CFS43,CFS44,CFS45,CFS47,CFS48,CFS49,CFS4,CFS50,CFS5,CFS6,CFS7,CFS8,CFS9,HV113,HV142,HV168,HV195,HV202,HV209,HV212,HV214,HV245,HV249,HV254,HV349,HV350,HV355,HV362,HV368,HV389,HV396,HV398,HV406,HV407,HV409,HV412,HV414,HV427,HV428,HV436,HV439,HV440,HV445,HV446,HV447,HV455,HV460,HV464,HV468,HV469,HV479,HV480,HV491,HV499,HV503,HV508,HV514,QFS10,QFS11,QFS12,QFS13,QFS14,QFS15,QFS16,QFS17,QFS18,QFS19,QFS1,QFS20,QFS21,QFS22,QFS23,QFS24,QFS25,QFS26,QFS27,QFS28,QFS29,QFS2,QFS30,QFS31,QFS3,QFS4,QFS5,QFS6,QFS7,QFS8,QFS9
Tyzzerella_nexilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008782,0.0,0.0,0.0,0.0,7.000000018237586e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.339999998853965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069811996744275,0.0,0.0010371000390861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0849511966265744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089365002338414,0.0001141999993091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001900999997313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29999982031949e-05,0.0,0.0,3.320000002570778e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lachnospiraceae_unclassified_SGB4894,0.0,0.0,0.0,2.61e-05,0.0,0.0,0.0001429,0.0084301,1.190000024991014e-05,2.6e-06,0.0,0.0,0.0015604,0.0003374,0.0,0.0,0.0,0.0,0.0017520999682446,2.46e-05,0.0006482999774963,0.0001026000021794,0.0,0.0003601000102419,0.0145694000379599,0.0085716000196835,0.0001473,0.0003153999930341,0.0,0.0,0.0,0.0,0.0,0.0050498998977709,0.0,0.0019167000360864,4.3e-06,0.0,0.0,0.0,3.1899998617899785e-05,0.0,0.0003584000053902,0.0,0.0,0.0062182998502342,0.0010549999689381,0.0001010000017412,0.0,0.0005887999933884,0.0015219000855679,0.0,0.0,0.0,0.0007067999786658,0.0001453000015556,0.0,0.0013813999790794,0.0001181999942059,9.5300000504949e-05,0.0,0.0,0.0,0.0,0.0,0.0003212999902504,0.0,0.0,0.0,0.0,0.0001992000098894,0.0,4.9699998762662296e-05,0.0006294999815424,0.000731499965563,0.000144300005134,0.0,0.0,0.0,0.0044599999730209,0.0,0.0,0.0042067999631382,0.0017381000969832,2.5100000624911703e-05,0.0,0.0,0.0054525000119669,0.0001252000054126,0.0126903999425574,0.0016541000570418,0.0,0.0,0.0002330999995506,0.0,0.0009909999938172,0.0,0.0002710999969025,0.0,0.0016748000104359,0.0,0.0001290999996411,0.0,0.0,0.0,5.740000050990088e-05,0.0,0.0,0.0001061000030677,0.0003226999851277,0.0,0.0,0.0002122999999999,0.0007375,0.0002840000002199,0.0,0.000886100027846,0.0002715000152836,0.0,0.0,0.0008240999869844,0.0017156000039349,0.0052753997449388,0.0003123000087033
Escherichia_coli,0.001130591158719519,0.001703,0.006381485386879608,0.0,0.0005553,0.0,0.0,0.0,0.0,0.0,0.0,0.0298353003563391,0.0029546522872741145,0.014975242999160336,0.0,0.0007228,0.0,0.0001230000058256,0.0028462015131822905,0.0014302,0.004599461787903929,0.0,0.0013264174018245783,0.004632487682728152,0.0,0.0034518456995684624,0.0,0.009597289793861737,0.0082034996250662,0.0018873,0.003487387634286206,0.0,0.0,0.007244005206442813,0.0,0.0008347000157152,0.0,0.0,0.002303436506267509,6e-05,0.0,0.0002457,0.0,0.0,3.44e-05,0.0,0.0029013275237572823,0.0,0.0025854029212717456,8.939999899614398e-05,0.0002869000161307,0.0009890999538727,0.0,0.000388800014653,0.0,0.0,0.0,0.0012542999810043,4.999999754905775e-06,0.0,0.0,0.0,0.0008412048020777117,0.005148818144021501,0.0042432999010642,0.0,0.0,0.0,0.0,0.0004971999977057,4.600000228371162e-06,0.0,0.0,5.1499998489969305e-05,0.0,0.0017707000629996,0.0,0.0,0.0,0.0041371332946786975,0.0001063000022833,0.01447819961293936,0.0005083999955451,0.0007103000396336,0.0,0.0019253999031477,0.0,0.0014094223288519069,0.0004819000208334,0.0,0.0001049000036174,0.0,6.799999990390712e-06,0.0011595999977647,0.0002166999913229,0.0003479999978288,0.0,7.619999912938657e-05,0.0,0.0003631000022625,0.0,0.0003880999989211,0.0002471,0.0,0.0003748999906457,0.0002675000023762,0.0002417999932133,0.0015845,0.0,0.0,0.0,0.0,2.93e-05,0.0,0.0001134000000878,2.8599999625242043e-05,0.0001398000043932,0.0,3.950000008816107e-05,0.0014293000115562,0.0003662999942147,0.0001232000002825,0.0001678999918821,0.0003564000099323
GGB6021_SGB8655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416269023404481,0.0,0.0,0.0,0.0002920999911832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0562939983494055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megamonas_funiformis,0.0,0.0,0.0,0.0,0.0,0.0,4.86e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007041999792665,0.000105400001817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0538024991212195,0.0,0.0,0.0,0.0318394990338626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009747400175783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruminococcus_callidus,0.0,0.0,0.0,0.0,0.0,0.0,0.0011662999999999,0.0,0.0,0.0,0.0006426000305602,0.0,0.0005967,0.0,0.0,0.0,0.0022020000990757,0.0,0.0,0.0,0.0,0.0004366000092745,0.0002497,0.0,0.0005096000013277,0.0,0.0,0.0,0.0,0.0,0.0012493000604904,0.0,0.0,0.0004948999899813,0.0,0.0,0.0,0.0,0.0,0.0003824,0.0064962997185412,0.0,0.0,0.0,0.0,0.0031236999247666,1.739999948769916e-05,0.0007455000128521,0.0,0.0016425999815555,0.0,0.0008781999590446,0.0,0.0,0.0,0.0,0.0,0.0006075999907982,0.0072392996451381,0.0,0.0,0.0,0.0,0.0,0.000436999989811,0.0110498996647019,0.0,0.0,0.0,0.0,0.000471600023413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065844999601696,0.0,0.0,0.0094332999173414,0.0,0.0015656000389786,0.0001457999926659,0.0,0.0,0.0186692008071038,0.0,0.0,0.0,0.0025901999963398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014649999634462,0.0020057000178172,0.0,0.0,0.0,0.0,0.0019109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059536999059694,0.0030911000070898,0.0,0.0013034000363237
GGB9818_SGB15459,0.0,0.0128761,0.0005665,0.0,0.0,0.0,0.0,0.0006594,0.0,0.0,0.0038742001842463,0.0,0.0010154,0.0,0.0006351999999999,0.0054465,0.0019474000876203,0.0,0.000420099992386,0.0027594,0.0008014999721785,0.0010550000224109,0.0048217,0.0031158000886196,0.0,0.0001234000002833,0.0,3.0399999328593944e-05,0.0019232999120972,0.0,0.0,0.0089464,0.0004014,0.0012921999738409,0.0010585999753237,0.0027977000526733,0.0,0.0,0.0,0.0,0.000687899970196,0.0,8.770000131898113e-05,0.0014346000686296,0.0063310999999999,0.0,0.0010549999689381,0.0,0.0023788999999999,0.0,0.0,0.0,0.0,0.0,2.4899999248414505e-05,0.0,4.200000109192194e-06,0.0,0.0,7.060000037407563e-05,5.7799998091086186e-05,0.0,0.0001383000045395,7.83000013016069e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.249999873255979e-05,0.0002350999941469,1.1999999648140406e-06,0.0,6.210000220945379e-05,0.0001741000061381,1.690000030477138e-05,0.0001310000034278,0.0001360999991767,0.0,0.0,0.0,0.0,0.0,8.52999957092036e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.699999993358459e-06,0.0002425999995323,0.0002982999880555,0.0004718999970558,0.0005642000230373,0.0042588999513404,0.0014954999532193,0.0,0.0004776000077936,0.0005657999984271,0.0,0.0,0.0,0.0,0.0039234998898778,0.0021958,0.0,0.0005234999758735,0.0,0.0002551999944753,0.0,3.3e-06,0.0032041000024811,0.0002531999966822,0.0,0.0,0.0011206000025011,0.0001952000015782,0.0,0.0036508000083735,0.0005798999719623,0.0004993000139147
GGB1567_SGB2154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014605000479396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0199999822998872e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0925860957329956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coprococcus_catus,0.0,0.0,0.0001503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.900000470816564e-06,0.0001649000019694,0.0,0.0,0.0,6.41e-05,0.0006498000292367,0.0001045000049494,0.0,0.0003858,6.879999761182924e-05,4.540000096441549e-05,0.0,0.0,0.0,0.0,0.0,0.0001325999970714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7100000698494655e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031000001483,9.8e-06,0.0,0.0,7.200000124125025e-06,0.0,0.0103300998840053,0.0010760000604974,0.0032586998480285,0.0017630000554867,0.0005315000200311,0.0003241999902143,0.001576700016881,0.0019220000499684,0.0018779999715587,0.0028866998584974,0.0016839000089221,0.0,8.899999854632185e-05,0.0013426000440696,0.0,0.002718799936609,0.0020830999367904,0.0038820001907669,0.0017661999298639,0.0,0.0011345999947646,0.0007237000359287,0.0012750999619738,0.0039582999014537,0.0011806999653807,0.001682299920802,0.0029857001062281,0.0013745000484601,0.0022159000399611,0.0,9.5099999424729e-05,0.0031217000670543,0.0,0.0018858999834749,0.0028472001588692,0.0006707000166983,0.0003808999808398,0.0,0.0035883000078754,0.004488800194059,0.0084165999619026,0.0046488001603144,0.0014630000146445,0.0014723999979194,1.6199999968772474e-05,0.0007421999702811,0.0,0.0,0.0004570999947774,0.0,0.0,0.0004427000072241,0.0001965999994534,0.0,0.0,0.0,0.0001953000017349,4.379999877064995e-05,0.0,0.0001618000046782,0.0,0.0001924,8.919999806897614e-05,0.0,0.0,0.0,4.009999947455282e-05,0.0,0.0,8.870000019797346e-05,0.0002619000021175,0.0,1.2600000028899204e-05,0.0,7.220000201210124e-05
Bifidobacterium_angulatum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0231743006024891,0.0,0.0,0.0,0.0175940994189339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0262115006525855,0.0,0.0,0.0264325000580129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.679999912469236e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium_sp_AM22_11AC,0.0003731999999999,0.0007192,0.0,0.0,7.2000000000000005e-06,0.0002078,0.0,0.0,0.0,0.0,7.020000333851876e-05,0.0,6.56e-05,0.0,0.0002278,0.0011390999999999,0.0002947000132595,0.0001680000079569,0.0006575999880815,0.0003943,0.0,0.0,0.0001621999999999,0.0,0.0,2.7000000062001472e-05,0.0,5.959999868369204e-05,0.0,9.16e-05,0.000186000009006,0.0041421,0.0,5.999999878537271e-06,0.0005646999868366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6000000240631946e-06,2.2000001052444003e-06,0.0009188,0.0,8.99999973501733e-05,6.3000001086087336e-06,0.0015061,8.659999902758489e-05,0.0002056000115597,0.0003699999827448,0.009265900291625,0.000766400028884,3.579999891940816e-05,5.160000055245964e-05,0.0002043000053114,0.0001361999979373,0.0001748999914266,8.760000046414965e-05,0.0077015997456455,0.0,0.000616500020236,0.0,0.0018308999573111,0.0012913999608137,0.0034467001693757,0.0,0.0035077000495015,0.0004085999981145,5.8600002909250336e-05,1.169999965108099e-05,0.0010008999750814,0.0007749999772762,0.0001463999931078,0.0001649000058669,0.0055083001942038,0.0012614000227478,0.0,0.0003343999979771,0.0007461000160262,0.0112119005538485,7.799999931653036e-05,0.0005102000284683,0.000246700006142,0.0032556998362304,0.005817000006803,0.0002476000005434,0.0007531000325578,0.0002563999988394,0.0016188000558245,0.0003944000039479,0.0017304999975547,0.0001190999997704,0.0017645999293425,0.00011379999929,9.880000403419683e-05,2.2299999745213265e-05,0.0023193999274469,0.0,0.0003289000053671,0.0001610999995521,0.0017775,0.0030870999999999,0.0001353999966215,0.0001053000009354,0.0,0.0,0.0003850000111317,0.0,0.0001612,0.0001145999975191,0.0,7.57e-05,0.0,0.0,0.0001962000061656,0.0003442000193761,1.0000000022318675e-05,0.0001875000015159,0.0011683999815467,0.0001707000003915,0.0,3.950000110080379e-05
Holdemanella_biformis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038262900994765,0.0085749998701364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074790997730542,0.0,0.0,0.0,0.0,0.0003176000157675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249332013912329,0.0,0.0,0.0,0.002867300006293,0.0,0.0041748999811024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023845999254074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019427000561703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGB9691_SGB15198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001970999931583,0.0024944000529876,0.0,0.0020297000577287,0.0021435000055847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011022000207515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002654000045753,0.0,0.0014117999841471,0.0008900000500397,0.0,0.0,0.0,0.0039017998822275,0.0,0.0,0.0017404999736411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038786001925566,0.0,0.0,0.0,0.0,0.0023451000834362,0.0,0.0,0.0,0.0,0.0,0.0,0.0048929999571254,0.0052689002939962,0.0002585000064358,0.0,0.0,0.0050077000109906,0.0,0.0146034999338978,0.0106007003655665,0.0,0.0,0.0040031999922834,0.0,0.0005147999967882,0.0,0.0,0.0,0.0,0.0,0.0027647999923143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050280997682705,0.0,0.0,0.0005501,4e-05,0.0,0.0,0.0,0.0,0.0,0.0117973000953841,0.0,0.0,0.0,0.0
Akkermansia_sp_KLE1605,0.026851672545036464,0.0,0.0,0.0,0.0,0.0,0.002641067252983638,0.0,0.0,0.009238274378346649,0.015194092716735696,0.0,0.0008724917275180249,0.0004690390037905587,0.007176783392105915,0.0,0.0186627008397004,0.0,0.021506768125826643,0.0,0.0,0.0,0.0,0.002607267637558988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030419461171777624,0.0,0.0,0.0,0.006114208933876316,0.0,0.013306647028084758,0.0,0.0,0.0,0.009873193085815173,0.0,0.0,0.013929123758254095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007038179794265437,0.0,0.0,0.0,0.0,0.0013715908418566983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012537439427127007,0.0043505000784562,0.015717358043133036,0.0011398552245010412,0.0,0.00045912813450735664,0.0,0.0,0.0,0.0,0.008168626007096167,0.006645041492598904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridia_unclassified_SGB4447,0.0,0.0,0.0,0.0,0.0,1.85e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.21e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.430000473971806e-05,0.0001368999936155,0.0021107000664299,0.0,0.0,0.0042088000450619,0.0,0.0,0.0004935999758043,0.0,0.0008299999725882,0.0,0.0003048000100047,0.0,7.509999824898554e-05,0.0,0.0,0.0,0.0051647000728855,0.0,0.0,0.0,0.0,0.0,0.0003410999839419,0.001596900056816,0.006446200227271,0.002436200043934,0.0,0.0,0.0,0.0185760009176223,0.0,0.0,0.0073254001823798,0.0313886984210725,0.0012359000014454,0.0005835000012806,0.0,0.0,0.0016240000560038,0.0024552000245764,0.0006132999991333,0.0,0.0001735999930487,0.0,0.0,0.0,0.0,0.0,0.0,1.5499999956912807e-05,0.0,0.0,0.0,0.000210400001869,0.0,0.0,0.0001468000042445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blautia_faecicola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51e-05,2.12e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.499999918414051e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.710000264816933e-05,0.0,0.0,0.0007529000283752,0.0019925999398551,0.0,0.0,0.0,0.0004330999787699,0.0,0.0,0.0,0.0,0.0,0.0,0.0085397997408684,0.0,0.0,0.0060442000852972,0.0082347999620021,0.0,0.0,0.011609999710956,0.000701099979443,0.0156303992641643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091174005087364,0.0,0.0,0.0,0.0113815000249796,0.0,0.0138810999371678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001730000048212
Parabacteroides_johnsonii,0.0074937407515806445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017370959557206369,0.0,0.0043481000519317,0.0,0.005564754630771692,0.002345516143826319,0.0,0.0,0.0,0.0,0.0,0.0035451712175931754,0.0010149000215591,0.010315320581478497,0.0,0.00015736115646478762,0.0,0.007652305635788964,0.000808507045900377,0.0,0.0012748,0.01408527380461257,0.010532856738600091,0.002894502574262333,0.0,0.0,0.0,0.001187111947876911,0.0,0.0,0.0,0.008955732805032278,0.0,0.0015740330348373286,0.0,0.0,0.0,0.0,0.006329342446333822,0.00684820821502776,0.0,0.0,0.0,0.0,0.0,0.0018129999452761,0.0046522000498092,0.0,0.0,0.0,0.0001405000007444,0.0072129997617821,0.0,0.005575641253815023,0.0,0.0,0.0,0.0,0.0,0.0003668000051763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002475242553204904,0.0,0.0,0.0,0.0,0.005447170474032142,0.0,0.0,0.0,0.0,0.002780294607321572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0197453998768103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241153993982879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144365999999999,0.0,8.499999888620485e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0019819999041719,0.0002870000079982
GGB9730_SGB15291,0.0,0.0001214,0.001022,0.0004633,0.0,0.0001298,0.0001017,0.0,0.0001474000030955,0.0,0.0003494000166165,0.0,0.0001743,9.07e-05,1.7e-06,0.0,7.330000329802374e-05,0.000270000012788,0.0017171999688771,0.0016739,8.469999705991145e-05,0.0,0.0,0.0,7.97000002076542e-05,0.001179700002709,0.0001171999999999,0.0006446999857613,0.0,0.0,0.0,0.0,0.0003335,0.0001948999960544,0.0003838999910511,0.0001703000032063,2.16e-05,0.0,0.0,0.0,0.0006294999727262,0.0005549,0.0005613000084417,0.0001964000093955,5.62e-05,0.0002551999938535,0.0001843999945707,0.0,0.0,0.0,0.0013590000764089,0.002757699871393,0.0007744000243726,0.0005597000210939,0.0029536999108451,0.0031747000339902,0.0012065000313667,0.0038801999412365,0.0088096995681589,0.0,0.0,8.099999867698736e-06,0.0,0.0,0.0,0.0010293999687638,0.0037242001830124,1.379999945199954e-05,0.0035311000498317,0.0034703999839865,0.0002534000125802,0.0010467999687822,0.0,0.0031885999065071,0.0001888999911071,3.870000137690529e-05,0.0,0.0,0.0,0.0008128999950826,0.000266900005733,0.0,0.0001984999982606,0.001453000081075,0.0005509000137157,0.0,0.0,0.0005739000012595,0.001438200062176,0.0013711999937933,0.000890500030709,0.0007866000078738,0.0042632999939757,8.299999984000882e-05,0.0006338999746176,0.0009106999943182,2.3200000947300864e-05,0.0,0.0,0.0001416000008823,0.0,0.0008275999976994,0.0,0.0,0.0,0.0020672000183635,0.0054623998466849,0.0,0.0004090000118256,0.0,0.0003549,0.0013883999699435,0.0008068999999999,0.0002042,0.0,3.769999950600102e-05,0.0002822000088682,0.0,0.0003797000008474,0.0010756000086964,0.0029936999527186,0.0002825000006479,0.000414999979935,0.0012703000354012
Ruminococcus_gnavus,0.030497715536860325,0.0002308,0.0,0.0,6.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014394036650765296,0.007745313241005205,0.003336125801211409,0.0002361,0.0,0.0,0.004298740215576371,1.87e-05,0.0,0.0,0.004205220946791619,0.0008183768622109733,0.002482970628626358,0.0,0.0,0.0015158402375787553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001628999999202,0.010338957909242713,0.0,0.0038768017307119537,2.01e-05,0.0,0.004702866905850099,0.0,0.0018290276059115627,0.006796743899783711,0.0019720215463643613,0.0,0.0,0.0,0.0003904999817888,2.4600000774233388e-05,0.0,0.0,0.0,0.0,0.0,0.0005803999715494,0.0,0.0016041999470193,0.0,0.02269151369542196,0.0,0.0003496999918464,0.0,0.004871900239412,0.0,2.6600000375385025e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.9400001046021447e-05,0.0,0.0002688000048474,0.0,0.0018671637791432192,0.0,0.008760901126984187,0.0,0.0,0.0,0.0,0.003797183570106817,0.002705390788926296,0.0,0.0,0.0,0.0,3.259999995393347e-05,2.2799999956049675e-05,0.0018282999267918,0.0,0.0,0.0,0.0,2.030000012649213e-05,0.0,7.709999978567607e-05,2.3800000000000003e-05,0.0001087,5.999999850291503e-06,1.710000015190439e-05,2.869999919446732e-05,3.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003842000002975,0.0,0.0,1.1900000669889226e-05,0.0,0.0002365000019121,3.829999939510314e-05,3.070000007041382e-05,0.0,5.4700001524404106e-05
